Review_ID,Product_ID,Review_Text,Star_Rating,Cleaned_Review,Predicted_Sentiment,Confidence_Score
683,PROD_995,   Amazing value for money. Really impressed with the build quality   ,3,amazing value for money. really impressed with the build quality,POSITIVE,0.9999
684,PROD_211,   Best product in this price range hands down 👍👍   ,5,best product in this price range hands down,NEGATIVE,0.6948
685,PROD_697,"Very bad quality, plastic feels cheap will break easily  ",2,"very bad quality, plastic feels cheap will break easily",NEGATIVE,0.9997
686,PROD_111,"Disappointed with the product, not as described at all</p>",1,"disappointed with the product, not as described at all",NEGATIVE,0.9998
687,PROD_517,"   Outstanding quality, arrived on time and works perfectly   ",5,"outstanding quality, arrived on time and works perfectly",POSITIVE,0.9999
688,PROD_854,"<br>Totally worth the price, very satisfied customer here<br>",3,"totally worth the price, very satisfied customer here",POSITIVE,0.9998
689,PROD_231,"Neither good nor bad, just an okay product overall",5,"neither good nor bad, just an okay product overall",NEGATIVE,0.9634
690,PROD_635,"Not recommended at all, save your money for something better</p>",3,"not recommended at all, save your money for something better",NEGATIVE,0.9997
691,PROD_568, &nbsp; This product is absolutely amazing! Loved every bit of it 😍 &nbsp; ,5,this product is absolutely amazing! loved every bit of it,POSITIVE,0.9999
692,PROD_871," &nbsp; Great quality, fast shipping. Will buy again!! &nbsp; ",4,"great quality, fast shipping. will buy again!!",POSITIVE,0.9997
693,PROD_372,"Very disappointed, product looks nothing like the pictures  ",4,"very disappointed, product looks nothing like the pictures",NEGATIVE,0.9996
694,PROD_827,Waste of money!! stopped working after one week&amp;,5,waste of money!! stopped working after one week,NEGATIVE,0.9998
695,PROD_599,"Poor quality, feels very cheap. Not worth it at all&amp;",4,"poor quality, feels very cheap. not worth it at all",NEGATIVE,0.9998
696,PROD_261,"  
  Super fast delivery and product quality is top notch!!  
  ",2,super fast delivery and product quality is top notch!!,POSITIVE,0.9998
697,PROD_159,"Complete scam, returned it immediately. 0 stars  ",3,"complete scam, returned it immediately. 0 stars",NEGATIVE,0.796
698,PROD_310, &nbsp; Amazing value for money. Really impressed with the build quality &nbsp; ,5,amazing value for money. really impressed with the build quality,POSITIVE,0.9999
699,PROD_216,Do not buy this!! total waste of time and money</p>,4,do not buy this!! total waste of time and money,NEGATIVE,0.9998
700,PROD_784,"Very bad quality, plastic feels cheap will break easily  ",4,"very bad quality, plastic feels cheap will break easily",NEGATIVE,0.9997
701,PROD_282,"   Really good product, will definitely recommend to friends   ",1,"really good product, will definitely recommend to friends",POSITIVE,0.9999
702,PROD_212,"  
  Outstanding quality, arrived on time and works perfectly  
  ",3,"outstanding quality, arrived on time and works perfectly",POSITIVE,0.9999
703,PROD_402,"Its fine i guess, works as expected nothing more",3,"its fine i guess, works as expected nothing more",POSITIVE,0.9946
704,PROD_912,Terrible!! arrived late and was completely broken</p>,1,terrible!! arrived late and was completely broken,NEGATIVE,0.9997
705,PROD_759,"  
  10/10 would buy again. customer service was also helpful  
  ",3,10/10 would buy again. customer service was also helpful,POSITIVE,0.997
706,PROD_177,Terrible product!! broke after 2 days of use 😡&amp;,4,terrible product!! broke after 2 days of use,NEGATIVE,0.9997
707,PROD_701,"   Great quality, fast shipping. Will buy again!!   ",5,"great quality, fast shipping. will buy again!!",POSITIVE,0.9997
708,PROD_237,   <p>Excellent product</p> highly recommended to everyone   ,2,excellent product highly recommended to everyone,POSITIVE,0.9998
709,PROD_724,<br>5 stars!! best purchase i made this year<br>,5,5 stars!! best purchase i made this year,POSITIVE,0.9995
710,PROD_976,"Poor quality, feels very cheap. Not worth it at all&amp;",3,"poor quality, feels very cheap. not worth it at all",NEGATIVE,0.9998
711,PROD_525,"Product is okay, nothing special but does the job",3,"product is okay, nothing special but does the job",POSITIVE,0.9979
712,PROD_680,"<br>I love this so much, exceeded my expectations completely<br>",5,"i love this so much, exceeded my expectations completely",POSITIVE,0.9999
713,PROD_148,"  
  Amazing value for money. Really impressed with the build quality  
  ",5,amazing value for money. really impressed with the build quality,POSITIVE,0.9999
714,PROD_455,   Best product in this price range hands down 👍👍   ,2,best product in this price range hands down,NEGATIVE,0.6948
715,PROD_394,<br>Packaging was great and product works flawlessly<br>,2,packaging was great and product works flawlessly,POSITIVE,0.9999
716,PROD_891,It works but nothing to write home about really,1,it works but nothing to write home about really,NEGATIVE,0.9941
717,PROD_281,"   Outstanding quality, arrived on time and works perfectly   ",4,"outstanding quality, arrived on time and works perfectly",POSITIVE,0.9999
718,PROD_642,"   Totally worth the price, very satisfied customer here   ",4,"totally worth the price, very satisfied customer here",POSITIVE,0.9998
719,PROD_824,Terrible!! arrived late and was completely broken  ,4,terrible!! arrived late and was completely broken,NEGATIVE,0.9997
720,PROD_319, &nbsp; 10/10 would buy again. customer service was also helpful &nbsp; ,3,10/10 would buy again. customer service was also helpful,POSITIVE,0.997
721,PROD_731, &nbsp; This product is absolutely amazing! Loved every bit of it 😍 &nbsp; ,2,this product is absolutely amazing! loved every bit of it,POSITIVE,0.9999
722,PROD_717," &nbsp; Great quality, fast shipping. Will buy again!! &nbsp; ",1,"great quality, fast shipping. will buy again!!",POSITIVE,0.9997
723,PROD_940,"Very disappointed, product looks nothing like the pictures  ",5,"very disappointed, product looks nothing like the pictures",NEGATIVE,0.9996
724,PROD_718,"Decent product, shipping was slow though",4,"decent product, shipping was slow though",NEGATIVE,0.988
725,PROD_540,"Poor quality, feels very cheap. Not worth it at all&amp;",5,"poor quality, feels very cheap. not worth it at all",NEGATIVE,0.9998
726,PROD_618,Arrived broken and customer support was useless 😤<p>,2,arrived broken and customer support was useless,NEGATIVE,0.9998
727,PROD_247,"Complete scam, returned it immediately. 0 stars&amp;",5,"complete scam, returned it immediately. 0 stars",NEGATIVE,0.796
728,PROD_987,"  
  Amazing value for money. Really impressed with the build quality  
  ",1,amazing value for money. really impressed with the build quality,POSITIVE,0.9999
729,PROD_181,   Best product in this price range hands down 👍👍   ,5,best product in this price range hands down,NEGATIVE,0.6948
730,PROD_404,"Very bad quality, plastic feels cheap will break easily</p>",3,"very bad quality, plastic feels cheap will break easily",NEGATIVE,0.9997
731,PROD_483,"   Really good product, will definitely recommend to friends   ",4,"really good product, will definitely recommend to friends",POSITIVE,0.9999
732,PROD_260,"   Outstanding quality, arrived on time and works perfectly   ",2,"outstanding quality, arrived on time and works perfectly",POSITIVE,0.9999
733,PROD_589,"Worst product i have ever bought, avoid at all costs&amp;",1,"worst product i have ever bought, avoid at all costs",NEGATIVE,0.9998
734,PROD_388,"Decent product, shipping was slow though",1,"decent product, shipping was slow though",NEGATIVE,0.988
735,PROD_672,"Not bad not great, somewhere in the middle i think",2,"not bad not great, somewhere in the middle i think",NEGATIVE,0.9925
736,PROD_780,<br>This product is absolutely amazing! Loved every bit of it 😍<br>,1,this product is absolutely amazing! loved every bit of it,POSITIVE,0.9999
737,PROD_593,<b>Worst purchase ever</b> do not buy this garbage</p>,2,worst purchase ever do not buy this garbage,NEGATIVE,0.9995
738,PROD_616,   <p>Excellent product</p> highly recommended to everyone   ,2,excellent product highly recommended to everyone,POSITIVE,0.9998
739,PROD_165,Waste of money!! stopped working after one week<p>,2,waste of money!! stopped working after one week,NEGATIVE,0.9998
740,PROD_534,"  
  Works perfectly fine, very happy with this purchase &amp;  
  ",5,"works perfectly fine, very happy with this purchase",POSITIVE,0.9999
741,PROD_443,Arrived broken and customer support was useless 😤  ,4,arrived broken and customer support was useless,NEGATIVE,0.9998
742,PROD_803,"<br>I love this so much, exceeded my expectations completely<br>",3,"i love this so much, exceeded my expectations completely",POSITIVE,0.9999
743,PROD_131,"Horrible experience, packaging was damaged and product broken  ",5,"horrible experience, packaging was damaged and product broken",NEGATIVE,0.9998
744,PROD_167,<br>Best product in this price range hands down 👍👍<br>,4,best product in this price range hands down,NEGATIVE,0.6948
745,PROD_843,"Very bad quality, plastic feels cheap will break easily  ",5,"very bad quality, plastic feels cheap will break easily",NEGATIVE,0.9997
746,PROD_703,"Disappointed with the product, not as described at all  ",3,"disappointed with the product, not as described at all",NEGATIVE,0.9998
747,PROD_779,"Okay product, will see how long it lasts",2,"okay product, will see how long it lasts",POSITIVE,0.8317
748,PROD_546,"Worst product i have ever bought, avoid at all costs<p>",2,"worst product i have ever bought, avoid at all costs",NEGATIVE,0.9998
749,PROD_998, &nbsp; Love the design and it works exactly as described &nbsp; ,4,love the design and it works exactly as described,POSITIVE,0.9999
750,PROD_326,"Not recommended at all, save your money for something better  ",4,"not recommended at all, save your money for something better",NEGATIVE,0.9997
751,PROD_277,<br>This product is absolutely amazing! Loved every bit of it 😍<br>,3,this product is absolutely amazing! loved every bit of it,POSITIVE,0.9999
752,PROD_878,<b>Worst purchase ever</b> do not buy this garbage&amp;,4,worst purchase ever do not buy this garbage,NEGATIVE,0.9995
753,PROD_607,"Very disappointed, product looks nothing like the pictures  ",4,"very disappointed, product looks nothing like the pictures",NEGATIVE,0.9996
754,PROD_696,Waste of money!! stopped working after one week<p>,1,waste of money!! stopped working after one week,NEGATIVE,0.9998
755,PROD_337,"  
  Works perfectly fine, very happy with this purchase &amp;  
  ",2,"works perfectly fine, very happy with this purchase",POSITIVE,0.9999
756,PROD_553,"  
  Super fast delivery and product quality is top notch!!  
  ",4,super fast delivery and product quality is top notch!!,POSITIVE,0.9998
757,PROD_486,"  
  I love this so much, exceeded my expectations completely  
  ",5,"i love this so much, exceeded my expectations completely",POSITIVE,0.9999
758,PROD_725,"Pretty average, does what it says in the description",3,"pretty average, does what it says in the description",NEGATIVE,0.9126
759,PROD_319,"Neither good nor bad, just an okay product overall",1,"neither good nor bad, just an okay product overall",NEGATIVE,0.9634
760,PROD_712,"  
  Packaging was great and product works flawlessly  
  ",4,packaging was great and product works flawlessly,POSITIVE,0.9999
761,PROD_712,"Product is okay, nothing special but does the job",4,"product is okay, nothing special but does the job",POSITIVE,0.9979
762,PROD_857,"Stopped working after 3 days, very poor build quality</p>",3,"stopped working after 3 days, very poor build quality",NEGATIVE,0.9997
763,PROD_623,"Its fine i guess, works as expected nothing more",3,"its fine i guess, works as expected nothing more",POSITIVE,0.9946
764,PROD_228,Terrible!! arrived late and was completely broken  ,5,terrible!! arrived late and was completely broken,NEGATIVE,0.9997
765,PROD_632,"Not bad not great, somewhere in the middle i think",5,"not bad not great, somewhere in the middle i think",NEGATIVE,0.9925
766,PROD_201,"  
  This product is absolutely amazing! Loved every bit of it 😍  
  ",2,this product is absolutely amazing! loved every bit of it,POSITIVE,0.9999
767,PROD_739,"<br>Great quality, fast shipping. Will buy again!!<br>",3,"great quality, fast shipping. will buy again!!",POSITIVE,0.9997
768,PROD_452,"Very disappointed, product looks nothing like the pictures&amp;",4,"very disappointed, product looks nothing like the pictures",NEGATIVE,0.9996
769,PROD_765,Waste of money!! stopped working after one week</p>,5,waste of money!! stopped working after one week,NEGATIVE,0.9998
770,PROD_575,Meets basic requirements but quality could be better,5,meets basic requirements but quality could be better,NEGATIVE,0.9616
771,PROD_533, &nbsp; Super fast delivery and product quality is top notch!! &nbsp; ,3,super fast delivery and product quality is top notch!!,POSITIVE,0.9998
772,PROD_494,"Complete scam, returned it immediately. 0 stars<p>",2,"complete scam, returned it immediately. 0 stars",NEGATIVE,0.796
773,PROD_975,"Its fine i guess, works as expected nothing more",1,"its fine i guess, works as expected nothing more",POSITIVE,0.9946
774,PROD_230, &nbsp; Best product in this price range hands down 👍👍 &nbsp; ,4,best product in this price range hands down,NEGATIVE,0.6948
775,PROD_376, &nbsp; Packaging was great and product works flawlessly &nbsp; ,4,packaging was great and product works flawlessly,POSITIVE,0.9999
776,PROD_289,It works but nothing to write home about really,1,it works but nothing to write home about really,NEGATIVE,0.9941
777,PROD_645,"  
  Outstanding quality, arrived on time and works perfectly  
  ",1,"outstanding quality, arrived on time and works perfectly",POSITIVE,0.9999
778,PROD_413,"Worst product i have ever bought, avoid at all costs</p>",3,"worst product i have ever bought, avoid at all costs",NEGATIVE,0.9998
779,PROD_995,Terrible!! arrived late and was completely broken  ,1,terrible!! arrived late and was completely broken,NEGATIVE,0.9997
780,PROD_750,Meets basic requirements but quality could be better,3,meets basic requirements but quality could be better,NEGATIVE,0.9616
781,PROD_992,Terrible product!! broke after 2 days of use 😡  ,2,terrible product!! broke after 2 days of use,NEGATIVE,0.9997
782,PROD_347,"  
  Great quality, fast shipping. Will buy again!!  
  ",4,"great quality, fast shipping. will buy again!!",POSITIVE,0.9997
783,PROD_300,"Very disappointed, product looks nothing like the pictures</p>",4,"very disappointed, product looks nothing like the pictures",NEGATIVE,0.9996
784,PROD_858,"  
  5 stars!! best purchase i made this year  
  ",3,5 stars!! best purchase i made this year,POSITIVE,0.9995
785,PROD_914,"Poor quality, feels very cheap. Not worth it at all<p>",5,"poor quality, feels very cheap. not worth it at all",NEGATIVE,0.9998
786,PROD_401,   Super fast delivery and product quality is top notch!!   ,4,super fast delivery and product quality is top notch!!,POSITIVE,0.9998
787,PROD_559,"Okay product, will see how long it lasts",1,"okay product, will see how long it lasts",POSITIVE,0.8317
788,PROD_863,"Horrible experience, packaging was damaged and product broken&amp;",5,"horrible experience, packaging was damaged and product broken",NEGATIVE,0.9998
789,PROD_214,"Neither good nor bad, just an okay product overall",1,"neither good nor bad, just an okay product overall",NEGATIVE,0.9634
790,PROD_318,Meets basic requirements but quality could be better,3,meets basic requirements but quality could be better,NEGATIVE,0.9616
791,PROD_657,"  
  Really good product, will definitely recommend to friends  
  ",4,"really good product, will definitely recommend to friends",POSITIVE,0.9999
792,PROD_646," &nbsp; Outstanding quality, arrived on time and works perfectly &nbsp; ",3,"outstanding quality, arrived on time and works perfectly",POSITIVE,0.9999
793,PROD_945,"Its fine i guess, works as expected nothing more",3,"its fine i guess, works as expected nothing more",POSITIVE,0.9946
794,PROD_523,   Love the design and it works exactly as described   ,2,love the design and it works exactly as described,POSITIVE,0.9999
795,PROD_761,"Not bad not great, somewhere in the middle i think",1,"not bad not great, somewhere in the middle i think",NEGATIVE,0.9925
796,PROD_998,<br>This product is absolutely amazing! Loved every bit of it 😍<br>,2,this product is absolutely amazing! loved every bit of it,POSITIVE,0.9999
797,PROD_272,<b>Worst purchase ever</b> do not buy this garbage  ,1,worst purchase ever do not buy this garbage,NEGATIVE,0.9995
798,PROD_732,<br><p>Excellent product</p> highly recommended to everyone<br>,4,excellent product highly recommended to everyone,POSITIVE,0.9998
799,PROD_497,Waste of money!! stopped working after one week  ,5,waste of money!! stopped working after one week,NEGATIVE,0.9998
800,PROD_564,"Poor quality, feels very cheap. Not worth it at all  ",1,"poor quality, feels very cheap. not worth it at all",NEGATIVE,0.9998
801,PROD_919,"  
  Super fast delivery and product quality is top notch!!  
  ",1,super fast delivery and product quality is top notch!!,POSITIVE,0.9998
802,PROD_920,"Average quality for the price, expected a bit more",3,"average quality for the price, expected a bit more",NEGATIVE,0.9857
803,PROD_321, &nbsp; Amazing value for money. Really impressed with the build quality &nbsp; ,1,amazing value for money. really impressed with the build quality,POSITIVE,0.9999
804,PROD_875,"  
  Best product in this price range hands down 👍👍  
  ",2,best product in this price range hands down,NEGATIVE,0.6948
805,PROD_697,"Very bad quality, plastic feels cheap will break easily</p>",1,"very bad quality, plastic feels cheap will break easily",NEGATIVE,0.9997
806,PROD_354,It works but nothing to write home about really,5,it works but nothing to write home about really,NEGATIVE,0.9941
807,PROD_531,"Okay product, will see how long it lasts",4,"okay product, will see how long it lasts",POSITIVE,0.8317
808,PROD_593,"Worst product i have ever bought, avoid at all costs  ",2,"worst product i have ever bought, avoid at all costs",NEGATIVE,0.9998
809,PROD_424,Terrible!! arrived late and was completely broken<p>,4,terrible!! arrived late and was completely broken,NEGATIVE,0.9997
810,PROD_300,"  
  10/10 would buy again. customer service was also helpful  
  ",5,10/10 would buy again. customer service was also helpful,POSITIVE,0.997
811,PROD_581,<br>This product is absolutely amazing! Loved every bit of it 😍<br>,1,this product is absolutely amazing! loved every bit of it,POSITIVE,0.9999
812,PROD_530,"<br>Great quality, fast shipping. Will buy again!!<br>",4,"great quality, fast shipping. will buy again!!",POSITIVE,0.9997
813,PROD_273,"Its fine i guess, works as expected nothing more",1,"its fine i guess, works as expected nothing more",POSITIVE,0.9946
814,PROD_704,"  
  5 stars!! best purchase i made this year  
  ",5,5 stars!! best purchase i made this year,POSITIVE,0.9995
815,PROD_604,"Poor quality, feels very cheap. Not worth it at all  ",5,"poor quality, feels very cheap. not worth it at all",NEGATIVE,0.9998
816,PROD_554,Arrived broken and customer support was useless 😤&amp;,4,arrived broken and customer support was useless,NEGATIVE,0.9998
817,PROD_175," &nbsp; I love this so much, exceeded my expectations completely &nbsp; ",5,"i love this so much, exceeded my expectations completely",POSITIVE,0.9999
818,PROD_591,"Pretty average, does what it says in the description",2,"pretty average, does what it says in the description",NEGATIVE,0.9126
819,PROD_460,<br>Best product in this price range hands down 👍👍<br>,1,best product in this price range hands down,NEGATIVE,0.6948
820,PROD_361, &nbsp; Packaging was great and product works flawlessly &nbsp; ,1,packaging was great and product works flawlessly,POSITIVE,0.9999
821,PROD_879,"   Really good product, will definitely recommend to friends   ",2,"really good product, will definitely recommend to friends",POSITIVE,0.9999
822,PROD_566,"Average quality for the price, expected a bit more",4,"average quality for the price, expected a bit more",NEGATIVE,0.9857
823,PROD_192,"   Totally worth the price, very satisfied customer here   ",5,"totally worth the price, very satisfied customer here",POSITIVE,0.9998
824,PROD_241,"  
  Love the design and it works exactly as described  
  ",3,love the design and it works exactly as described,POSITIVE,0.9999
825,PROD_923,"  
  10/10 would buy again. customer service was also helpful  
  ",1,10/10 would buy again. customer service was also helpful,POSITIVE,0.997
826,PROD_148,Terrible product!! broke after 2 days of use 😡</p>,1,terrible product!! broke after 2 days of use,NEGATIVE,0.9997
827,PROD_503,"<br>Great quality, fast shipping. Will buy again!!<br>",4,"great quality, fast shipping. will buy again!!",POSITIVE,0.9997
828,PROD_440,<br><p>Excellent product</p> highly recommended to everyone<br>,5,excellent product highly recommended to everyone,POSITIVE,0.9998
829,PROD_717,Waste of money!! stopped working after one week</p>,3,waste of money!! stopped working after one week,NEGATIVE,0.9998
830,PROD_876,"   Works perfectly fine, very happy with this purchase &amp;   ",5,"works perfectly fine, very happy with this purchase",POSITIVE,0.9999
831,PROD_955,   Super fast delivery and product quality is top notch!!   ,5,super fast delivery and product quality is top notch!!,POSITIVE,0.9998
832,PROD_282,"<br>I love this so much, exceeded my expectations completely<br>",1,"i love this so much, exceeded my expectations completely",POSITIVE,0.9999
833,PROD_878,"  
  Amazing value for money. Really impressed with the build quality  
  ",3,amazing value for money. really impressed with the build quality,POSITIVE,0.9999
834,PROD_657,<br>Best product in this price range hands down 👍👍<br>,5,best product in this price range hands down,NEGATIVE,0.6948
835,PROD_118,"  
  Packaging was great and product works flawlessly  
  ",4,packaging was great and product works flawlessly,POSITIVE,0.9999
836,PROD_208,It works but nothing to write home about really,4,it works but nothing to write home about really,NEGATIVE,0.9941
837,PROD_400,"Stopped working after 3 days, very poor build quality<p>",2,"stopped working after 3 days, very poor build quality",NEGATIVE,0.9997
838,PROD_349,"Pretty average, does what it says in the description",5,"pretty average, does what it says in the description",NEGATIVE,0.9126
839,PROD_273,<br>Love the design and it works exactly as described<br>,5,love the design and it works exactly as described,POSITIVE,0.9999
840,PROD_788,Meets basic requirements but quality could be better,4,meets basic requirements but quality could be better,NEGATIVE,0.9616
841,PROD_423,Terrible product!! broke after 2 days of use 😡</p>,1,terrible product!! broke after 2 days of use,NEGATIVE,0.9997
842,PROD_584," &nbsp; Great quality, fast shipping. Will buy again!! &nbsp; ",3,"great quality, fast shipping. will buy again!!",POSITIVE,0.9997
843,PROD_183,"Very disappointed, product looks nothing like the pictures  ",1,"very disappointed, product looks nothing like the pictures",NEGATIVE,0.9996
844,PROD_854, &nbsp; 5 stars!! best purchase i made this year &nbsp; ,1,5 stars!! best purchase i made this year,POSITIVE,0.9995
845,PROD_896,"Not bad not great, somewhere in the middle i think",1,"not bad not great, somewhere in the middle i think",NEGATIVE,0.9925
846,PROD_942,Arrived broken and customer support was useless 😤&amp;,5,arrived broken and customer support was useless,NEGATIVE,0.9998
847,PROD_662," &nbsp; I love this so much, exceeded my expectations completely &nbsp; ",1,"i love this so much, exceeded my expectations completely",POSITIVE,0.9999
848,PROD_870,"Horrible experience, packaging was damaged and product broken  ",4,"horrible experience, packaging was damaged and product broken",NEGATIVE,0.9998
849,PROD_613,Do not buy this!! total waste of time and money<p>,5,do not buy this!! total waste of time and money,NEGATIVE,0.9998
850,PROD_449,"  
  Packaging was great and product works flawlessly  
  ",2,packaging was great and product works flawlessly,POSITIVE,0.9999
851,PROD_367," &nbsp; Really good product, will definitely recommend to friends &nbsp; ",3,"really good product, will definitely recommend to friends",POSITIVE,0.9999
852,PROD_912,"<br>Outstanding quality, arrived on time and works perfectly<br>",2,"outstanding quality, arrived on time and works perfectly",POSITIVE,0.9999
853,PROD_673,"Its fine i guess, works as expected nothing more",1,"its fine i guess, works as expected nothing more",POSITIVE,0.9946
854,PROD_378,   Love the design and it works exactly as described   ,1,love the design and it works exactly as described,POSITIVE,0.9999
855,PROD_537,   10/10 would buy again. customer service was also helpful   ,3,10/10 would buy again. customer service was also helpful,POSITIVE,0.997
856,PROD_528,<br>This product is absolutely amazing! Loved every bit of it 😍<br>,1,this product is absolutely amazing! loved every bit of it,POSITIVE,0.9999
857,PROD_129," &nbsp; Great quality, fast shipping. Will buy again!! &nbsp; ",4,"great quality, fast shipping. will buy again!!",POSITIVE,0.9997
858,PROD_550,"  
  <p>Excellent product</p> highly recommended to everyone  
  ",3,excellent product highly recommended to everyone,POSITIVE,0.9998
859,PROD_946,"Neither good nor bad, just an okay product overall",1,"neither good nor bad, just an okay product overall",NEGATIVE,0.9634
860,PROD_174,"  
  Works perfectly fine, very happy with this purchase &amp;  
  ",2,"works perfectly fine, very happy with this purchase",POSITIVE,0.9999
861,PROD_711, &nbsp; Super fast delivery and product quality is top notch!! &nbsp; ,4,super fast delivery and product quality is top notch!!,POSITIVE,0.9998
862,PROD_389,"Complete scam, returned it immediately. 0 stars&amp;",4,"complete scam, returned it immediately. 0 stars",NEGATIVE,0.796
863,PROD_520,"  
  Amazing value for money. Really impressed with the build quality  
  ",1,amazing value for money. really impressed with the build quality,POSITIVE,0.9999
864,PROD_886,"  
  Best product in this price range hands down 👍👍  
  ",5,best product in this price range hands down,NEGATIVE,0.6948
865,PROD_518,"Very bad quality, plastic feels cheap will break easily</p>",3,"very bad quality, plastic feels cheap will break easily",NEGATIVE,0.9997
866,PROD_225,"<br>Really good product, will definitely recommend to friends<br>",3,"really good product, will definitely recommend to friends",POSITIVE,0.9999
867,PROD_675," &nbsp; Outstanding quality, arrived on time and works perfectly &nbsp; ",5,"outstanding quality, arrived on time and works perfectly",POSITIVE,0.9999
868,PROD_727,"Worst product i have ever bought, avoid at all costs  ",4,"worst product i have ever bought, avoid at all costs",NEGATIVE,0.9998
869,PROD_487,Terrible!! arrived late and was completely broken&amp;,1,terrible!! arrived late and was completely broken,NEGATIVE,0.9997
870,PROD_475,   10/10 would buy again. customer service was also helpful   ,3,10/10 would buy again. customer service was also helpful,POSITIVE,0.997
871,PROD_871,Terrible product!! broke after 2 days of use 😡<p>,2,terrible product!! broke after 2 days of use,NEGATIVE,0.9997
872,PROD_462," &nbsp; Great quality, fast shipping. Will buy again!! &nbsp; ",3,"great quality, fast shipping. will buy again!!",POSITIVE,0.9997
873,PROD_361, &nbsp; <p>Excellent product</p> highly recommended to everyone &nbsp; ,3,excellent product highly recommended to everyone,POSITIVE,0.9998
874,PROD_641,   5 stars!! best purchase i made this year   ,2,5 stars!! best purchase i made this year,POSITIVE,0.9995
875,PROD_224,"Not bad not great, somewhere in the middle i think",5,"not bad not great, somewhere in the middle i think",NEGATIVE,0.9925
876,PROD_968,It works but nothing to write home about really,3,it works but nothing to write home about really,NEGATIVE,0.9941
877,PROD_807,"Okay product, will see how long it lasts",2,"okay product, will see how long it lasts",POSITIVE,0.8317
878,PROD_468,"Pretty average, does what it says in the description",5,"pretty average, does what it says in the description",NEGATIVE,0.9126
879,PROD_737,<br>Best product in this price range hands down 👍👍<br>,4,best product in this price range hands down,NEGATIVE,0.6948
880,PROD_377,"  
  Packaging was great and product works flawlessly  
  ",4,packaging was great and product works flawlessly,POSITIVE,0.9999
881,PROD_588,"Product is okay, nothing special but does the job",1,"product is okay, nothing special but does the job",POSITIVE,0.9979
882,PROD_953,"Stopped working after 3 days, very poor build quality<p>",5,"stopped working after 3 days, very poor build quality",NEGATIVE,0.9997
883,PROD_998,"Its fine i guess, works as expected nothing more",2,"its fine i guess, works as expected nothing more",POSITIVE,0.9946
884,PROD_208,"Decent product, shipping was slow though",3,"decent product, shipping was slow though",NEGATIVE,0.988
885,PROD_482,   10/10 would buy again. customer service was also helpful   ,4,10/10 would buy again. customer service was also helpful,POSITIVE,0.997
886,PROD_458,<br>This product is absolutely amazing! Loved every bit of it 😍<br>,4,this product is absolutely amazing! loved every bit of it,POSITIVE,0.9999
887,PROD_379,"  
  Great quality, fast shipping. Will buy again!!  
  ",5,"great quality, fast shipping. will buy again!!",POSITIVE,0.9997
888,PROD_965,<br><p>Excellent product</p> highly recommended to everyone<br>,3,excellent product highly recommended to everyone,POSITIVE,0.9998
889,PROD_372,   5 stars!! best purchase i made this year   ,3,5 stars!! best purchase i made this year,POSITIVE,0.9995
890,PROD_203,Meets basic requirements but quality could be better,1,meets basic requirements but quality could be better,NEGATIVE,0.9616
891,PROD_264,Arrived broken and customer support was useless 😤&amp;,5,arrived broken and customer support was useless,NEGATIVE,0.9998
892,PROD_756,"   I love this so much, exceeded my expectations completely   ",5,"i love this so much, exceeded my expectations completely",POSITIVE,0.9999
893,PROD_163,"Horrible experience, packaging was damaged and product broken&amp;",3,"horrible experience, packaging was damaged and product broken",NEGATIVE,0.9998
894,PROD_366,"Decent product, shipping was slow though",5,"decent product, shipping was slow though",NEGATIVE,0.988
895,PROD_760, &nbsp; Packaging was great and product works flawlessly &nbsp; ,3,packaging was great and product works flawlessly,POSITIVE,0.9999
896,PROD_283,"Disappointed with the product, not as described at all<p>",4,"disappointed with the product, not as described at all",NEGATIVE,0.9998
897,PROD_623," &nbsp; Outstanding quality, arrived on time and works perfectly &nbsp; ",1,"outstanding quality, arrived on time and works perfectly",POSITIVE,0.9999
898,PROD_765,"Pretty average, does what it says in the description",4,"pretty average, does what it says in the description",NEGATIVE,0.9126
899,PROD_681,"  
  Love the design and it works exactly as described  
  ",2,love the design and it works exactly as described,POSITIVE,0.9999
900,PROD_516,<br>10/10 would buy again. customer service was also helpful<br>,3,10/10 would buy again. customer service was also helpful,POSITIVE,0.997
901,PROD_598,Terrible product!! broke after 2 days of use 😡<p>,2,terrible product!! broke after 2 days of use,NEGATIVE,0.9997
902,PROD_830,<b>Worst purchase ever</b> do not buy this garbage<p>,2,worst purchase ever do not buy this garbage,NEGATIVE,0.9995
903,PROD_850,<br><p>Excellent product</p> highly recommended to everyone<br>,4,excellent product highly recommended to everyone,POSITIVE,0.9998
904,PROD_262,"Decent product, shipping was slow though",1,"decent product, shipping was slow though",NEGATIVE,0.988
905,PROD_948,"   Works perfectly fine, very happy with this purchase &amp;   ",1,"works perfectly fine, very happy with this purchase",POSITIVE,0.9999
906,PROD_963,It works but nothing to write home about really,3,it works but nothing to write home about really,NEGATIVE,0.9941
907,PROD_542,"<br>I love this so much, exceeded my expectations completely<br>",5,"i love this so much, exceeded my expectations completely",POSITIVE,0.9999
908,PROD_800,"Horrible experience, packaging was damaged and product broken</p>",2,"horrible experience, packaging was damaged and product broken",NEGATIVE,0.9998
909,PROD_825,   Best product in this price range hands down 👍👍   ,3,best product in this price range hands down,NEGATIVE,0.6948
910,PROD_909,Meets basic requirements but quality could be better,5,meets basic requirements but quality could be better,NEGATIVE,0.9616
